"","cent.Species","cent.Camr_Nm","cent.Latitud","cent.Longitd","na.rm"
"6049","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6050","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6051","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6062","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6063","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6067","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6072","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"6073","Canis latrans","C19-20",9.4047,-83.5043,TRUE
"7272","Canis latrans","C3-4R",9.4565,-83.5479,TRUE
"7284","Canis latrans","C3-4R",9.4565,-83.5479,TRUE
"7596","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7597","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7598","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7601","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7602","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7603","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7604","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7605","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7607","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7608","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7609","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7610","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7611","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7612","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7614","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7615","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7616","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7617","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"7618","Canis latrans","C5-6",9.4462,-83.5357,TRUE
"8130","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8131","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8132","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8133","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8134","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8135","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8136","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8137","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8138","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8139","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8140","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8141","Canis latrans","C7-8",9.4425,-83.5274,TRUE
"8705","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8723","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8756","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8773","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8779","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8784","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8803","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8829","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8836","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8841","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8844","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8845","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8846","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8866","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8881","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8882","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8949","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"8998","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"9007","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"9027","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"9029","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"9077","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"9107","Canis latrans","C9-10R",9.463,-83.5013,TRUE
"9492","Canis latrans","Molina",9.3607,-83.597,TRUE
"9494","Canis latrans","Molina",9.3607,-83.597,TRUE
"9495","Canis latrans","Molina",9.3607,-83.597,TRUE
"9496","Canis latrans","Molina",9.3607,-83.597,TRUE
"9497","Canis latrans","Molina",9.3607,-83.597,TRUE
"9498","Canis latrans","Molina",9.3607,-83.597,TRUE
"9499","Canis latrans","Molina",9.3607,-83.597,TRUE
"9500","Canis latrans","Molina",9.3607,-83.597,TRUE
"9501","Canis latrans","Molina",9.3607,-83.597,TRUE
"9502","Canis latrans","Molina",9.3607,-83.597,TRUE
"9503","Canis latrans","Molina",9.3607,-83.597,TRUE
"9504","Canis latrans","Molina",9.3607,-83.597,TRUE
"9505","Canis latrans","Molina",9.3607,-83.597,TRUE
"9506","Canis latrans","Molina",9.3607,-83.597,TRUE
"9507","Canis latrans","Molina",9.3607,-83.597,TRUE
"9508","Canis latrans","Molina",9.3607,-83.597,TRUE
"9509","Canis latrans","Molina",9.3607,-83.597,TRUE
"9510","Canis latrans","Molina",9.3607,-83.597,TRUE
"9511","Canis latrans","Molina",9.3607,-83.597,TRUE
"9512","Canis latrans","Molina",9.3607,-83.597,TRUE
"9513","Canis latrans","Molina",9.3607,-83.597,TRUE
"9514","Canis latrans","Molina",9.3607,-83.597,TRUE
"9515","Canis latrans","Molina",9.3607,-83.597,TRUE
"9516","Canis latrans","Molina",9.3607,-83.597,TRUE
"9606","Canis latrans",NA,9.576,-83.6866,TRUE
"9611","Canis latrans",NA,9.576,-83.6866,TRUE
"9712","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9713","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9714","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9716","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9724","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9732","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9733","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9740","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9745","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9756","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9758","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9786","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9813","Canis latrans","VM14",9.5571,-83.6853,TRUE
"9827","Canis latrans","VM14",9.5571,-83.6853,TRUE
"10247","Canis latrans","VM15",9.5605,-83.6886,TRUE
"10248","Canis latrans","VM15",9.5605,-83.6886,TRUE
"10249","Canis latrans","VM15",9.5605,-83.6886,TRUE
"10250","Canis latrans","VM15",9.5605,-83.6886,TRUE
