"","south.Species","south.Camr_Nm","south.Latitud","south.Longitd","na.rm"
"7933","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7934","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7935","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7936","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7937","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"7938","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"7939","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7940","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7941","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7942","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7943","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7944","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7945","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7946","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7947","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7948","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7949","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"7950","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"7951","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7952","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7953","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7954","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7955","Puma concolor","PILA01",9.0539,-82.9876,TRUE
"7956","Puma concolor","PILA01",9.0539,-82.9876,TRUE
"7957","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7958","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7959","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7960","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7961","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"7962","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"7963","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7964","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7965","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"7966","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"7967","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"7968","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"7969","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7970","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7971","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7972","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7973","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7974","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7975","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7976","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7977","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7978","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7979","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7980","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7981","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7982","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7983","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7984","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7985","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7986","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7987","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7988","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7989","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7990","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7991","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7992","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"7993","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7994","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7995","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7996","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"7997","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"7998","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"7999","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8000","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8001","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8002","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8003","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8004","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8005","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8006","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8007","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8008","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8009","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8010","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8011","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8012","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8013","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8014","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8015","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8016","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8017","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8018","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8019","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8020","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8021","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8022","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8023","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8024","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8025","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8026","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8027","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8028","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8029","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8030","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8031","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8032","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8033","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8034","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8035","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8036","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8037","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8038","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8039","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8040","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8041","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8042","Sylvilagus dicei","PILA01",9.0539,-82.9876,TRUE
"8043","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8044","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8045","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8046","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8047","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8048","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8049","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8050","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8051","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8052","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8053","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8054","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8055","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8056","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8057","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8058","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8059","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8060","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8061","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8062","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8063","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8064","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8065","Puma concolor","PILA01",9.0539,-82.9876,TRUE
"8066","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8067","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8068","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8069","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8070","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8071","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8072","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8073","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8074","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8075","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8076","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8077","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8078","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8079","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8080","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8081","Procyon lotor","PILA01",9.0539,-82.9876,TRUE
"8082","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8083","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8084","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8085","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8086","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8087","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8088","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8089","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8090","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8091","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8092","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8093","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8094","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8095","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8096","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8097","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8098","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8099","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8100","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8101","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8102","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8103","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8104","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8105","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8106","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8107","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8108","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8109","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8110","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8111","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8112","Procyon lotor","PILA01",9.0539,-82.9876,TRUE
"8113","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8114","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8115","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8116","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8117","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8118","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8119","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8120","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8121","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8122","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8123","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8124","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8125","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8126","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8127","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8128","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8129","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8130","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8131","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8132","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8133","Canis latrans","PILA01",9.0539,-82.9876,TRUE
"8134","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8135","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8136","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8137","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8138","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8139","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8140","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8141","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8142","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8143","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8144","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8145","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8146","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8147","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8148","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8149","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8150","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8151","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8152","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8153","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8154","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8155","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8156","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8157","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8158","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8159","Canis latrans","PILA01",9.0539,-82.9876,TRUE
"8160","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8161","Puma concolor","PILA01",9.0539,-82.9876,TRUE
"8162","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8163","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8164","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8165","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8166","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8167","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8168","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8169","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8170","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8171","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8172","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8173","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8174","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8175","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8176","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8177","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8178","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8179","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8180","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8181","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8182","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8183","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8184","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8185","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8186","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8187","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8188","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8189","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8190","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8191","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8192","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8193","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8194","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8195","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8196","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8197","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8198","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8199","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8200","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8201","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8202","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8203","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8204","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8205","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8206","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8207","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8208","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8209","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8210","Procyon lotor","PILA01",9.0539,-82.9876,TRUE
"8211","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8212","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8213","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8214","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8215","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8216","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8217","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8218","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8219","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8220","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8221","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8222","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8223","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8224","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8225","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8226","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8227","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8228","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8229","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8230","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8231","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8232","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8233","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8234","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8235","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8236","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8237","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8238","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8239","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8240","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8241","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8242","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8243","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8244","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8245","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8246","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8247","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8248","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8249","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8250","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8251","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8252","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8253","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8254","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8255","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8256","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8257","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8258","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8259","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8260","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8261","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8262","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8263","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8264","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8265","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8266","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8267","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8268","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8269","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8270","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8271","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8272","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8273","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8274","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8275","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8276","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8277","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8278","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8279","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8280","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8281","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8282","Tapirus bairdii","PILA01",9.0539,-82.9876,TRUE
"8283","Dasyprocta punctata","PILA01",9.0539,-82.9876,TRUE
"8284","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8285","Tapirus bairdii","PILA01",9.0539,-82.9876,TRUE
"8286","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8287","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8288","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8289","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8290","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8291","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8292","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8293","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8294","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8295","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8296","Dasyprocta punctata","PILA01",9.0539,-82.9876,TRUE
"8297","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8298","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8299","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8300","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8301","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8302","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8303","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8304","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8305","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8306","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8307","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8308","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8309","Tapirus bairdii","PILA01",9.0539,-82.9876,TRUE
"8310","Tapirus bairdii","PILA01",9.0539,-82.9876,TRUE
"8311","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8312","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8313","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8314","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8315","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8316","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8317","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8318","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8319","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8320","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8321","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8322","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8323","Pecari tajacu","PILA01",9.0539,-82.9876,TRUE
"8324","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8325","Panthera onca","PILA01",9.0539,-82.9876,TRUE
"8326","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8327","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8328","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8329","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8330","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
"8331","Conepatus semistriatus","PILA01",9.0539,-82.9876,TRUE
"8332","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8333","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8334","Didelphis marsupialis","PILA01",9.0539,-82.9876,TRUE
"8335","Cuniculus paca","PILA01",9.0539,-82.9876,TRUE
"8336","Tapirus bairdii","PILA01",9.0539,-82.9876,TRUE
"8337","Tapirus bairdii","PILA01",9.0539,-82.9876,TRUE
"8338","Leopardus pardalis","PILA01",9.0539,-82.9876,TRUE
